Project Id;Project Name;Promotor;Description
243;New 400 kV interconnection line between Serbia and Croatia;EMS, HOPS;Construction of new 400 kV interconnection line Sombor (RS) - Ernestinovo (HR)
244;Vigy - Uchtelfangen area;"Amprion;Rte";An upgrade of the existing over headline between the substations Ensdorf, Uchtelfangen and Vigy is planned to increase the thermal cross-border capacity. For this reinforcement the options are either the implementation of High Temperature Low Sag (HTLS) conductors or a reconstruction of the tie-line in the existing route. To allow an optimal use of the capacity increase the installation of phase shifter transformers (PSTs) is necessary. For these measures the substations have to be adjusted accordingly.
245;Upgrade Meeden - Diele;"TENNET-NL;TENNET-DE";Increase of the interconnection capacity between The Netherlands and Germany by adding one new phase shifting transformer and apply dynamic line rating on the existing 380 kV double circuit tie line between Meeden and Diele.
247;AQUIND Interconnector;Aquind Limited;"AQUIND Interconnector is a proposed High Voltage Direct Current (HVDC) subsea and underground electric power transmission link between the South of England and Normandy in France with a net nominal power capacity of 2 GW. The Proposed Development shall consist of two independent 1000 MW interconnector links.

• The 320 kV DC subsea cable route will be between 170 km to 190 km in length, spanning between the two landfall sites at Eastney (UK) and near Dieppe (France). 
• The British 320 kV DC terrestrial cables will be approximately 20 km long.
• The French 320 kV DC terrestrial cables will be approximately 40 km long.
• The 400 kV AC cable routes are not anticipated to exceed 2 km in UK.
• The 400 kV AC cable routes are not anticipated to exceed 2 km in France. 

The main investment items are listed above, additional items will include the procurement of spare parts for the cables and converter stations."
248;Offshore Wind Baltic Sea (II);50Hertz Transmission;"AC and DC grid connections connecting Offshore Wind Farms in
Cluster 1, 2, 4 and 6 of the Baltic Sea (see German Offshore Grid
Development Plan)"
250;"""Merchant line """"Castasegna (CH) - Mese (IT)""""""";Mera srl (a 100% subsidiary of Repower AG);The planned Transmission project is a merchant line on the swiss-italian border between Castasegna (CH) and Mese (IT). The planned Cable connection in 220 kV AC has a length of around 14 km, 13.5 of witch in Italy. In connection with the realisation of the project a Ra-tionalisation of the 380 and 132 kV Grid in the region Mese (Provincia di Sondrio) is planned. The expected NTC increase is around 200-250 MW.
251;Audorf-Dollern;TenneT-DE;"New 380-kV-line Audorf – Hamburg/Nord – Dollern” in existing 220-kV-corridor. Main focus of the project is the integration
of onshore-RES – mainly wind – in Schleswig-Holstein. The project is labeled as PCI 1.4.2. and 1.4.3. It is the
southbound connection of PCI 1.4.1. and is necessary to increase the GTC between Dänemark/West and Germany by
720/1000 MW."
252;Internal Belgian Backbone Center-East: HTLS upgrade Massenhoven-VanEyck-Gramme-Courcelles-Bruegel-Mercator;ELIA;"This project structurally strenghtens the central & eastern part of the internal Belgian backbone. The current conductors on the 380kV ring Massenhoven-VanEyck-Gramme-Courcelles-Bruegel-Mercator will be replaced by HTLS conductors, doubling the capacity.

The implementation starts with the upgrade of the Massenhoven-VanEyck section by 2024 as this is the weakest link only having 1 conductor at the moment. It then follows a phased approach running up to 2035. Phasing is subject to optimalisation in function of outage constraints (operational secutiry) and the evolution of the production park."
253;Upstream reinforcement in France to increase FR-CH capacity;RTE;"The project consists in attracting the flows to the interconnection south of Lake Geneva in order to alleviate the congestion on the link west to Lake Geneva. It is necessary before implementing Project 199  """"Lake Geneva South"""" project. This project is coupled with the ""PST Foretaille"" project and will be implemented right after the implementation of PST in Foretaille."
254;Ultranet;"Amprion;TransnetBW";The Ultranet project consists of a 2 GW HVDC-connection from the Region of Osterath (Rhineland) to the Region of Philippsburg (Baden-Württemberg). It's a pilot project with DC circuits on the same pylons as AC lines and will therefore deliver profund knowledge.
255;Connection Navarra-Basque Country ;REE;New AC OHL 400kV  double circuit Ichaso-Castejón/Muruarte 400kV (one circuit Castejon-Ichaso, second circuit Muruarte-Ichaso). This projects allows to solve today and future congestions associated to RES integration. In addition it allows the future connection of the cross border project 276.
256;Study to upgrade interconnection DE-NL;"Amprion;TENNET-NL";Market analysis revealed the need for additional cross-border capacity between Germany and The Netherlands. Therefore, a bilateral study is started to investigate options for a further increase in addition to existing and planned interconnections.
258;Westcoast line;TenneT-DE;"New 380-kV-line Brunsbüttel – Niebül inside Schleswig – Holstein. Main focus of the project is the integration of onshoreRES
– mainly wind – in Western Schleswig-Holstein. The project is labeled as PCI 1.3.2. It is the southbound connection
of PCI 1.3.1. and is necessary to increase the GTC between Dänemark/West and Germany by 500 MW."
259;HU-RO;MAVIR,Transelectrica;"400 kV OHL between Hungary and Romania. In Romania, the following internal investments are necessary associated to this project:
-new 400/220 kV transformer in substation Rosiori
-reconductoring 220 kV OH line Urechesti-Tg. Jiu-Paroseni- Baru Mare-Hasdat
-new 400/220 kV transformer in substation Resita"
260;New Great Britain - Netherlands interconnection;"NGIHL;TENNET-NL";This project considers the possibility of a second 1- 2GW interconnector between GB and the Netherlands. The project will also consider UK / NL offshore wind connection optionality.
262;Belgium-Netherlands: Zandvliet-Rilland;"ELIA; TENNET-NL";"Bilateral study has assessed multiple reinforcement options. The study concluded that an upgrade of the existing corridor Zandvliet-Rilland via the installation of two additional PSTs in Zandvliet and the upgrade of Zandvliet-Rilland line to high capacity conductors is the most appropriate solution.

The constuction of the substation Rilland is part of TenneT's project ""Zuid-West 380"", id XXX."
263;Lake Constance East;Swissgrid, VUEN;This project increases the capacity between CH and its neighbours DE and AT. This enables to connect large renewable generation in Northern Europe to consumers and pump storage devices in the Alps, thus noticeably increasing the mutual balancing between both regions.
264;Swiss Roof I;Swissgrid;This project increases the capacity between CH and its neighbours DE and AT. This enables to connect large renewable generation in Northern Europe to pump storage devices in the Alps, thus noticeably increasing the mutual balancing between both regions.
265;Tessin;Swissgrid;reinforcement of the infrastructure in canton Tessin
266;Swiss Ellipse I;Swissgrid;The project helps accommodate new pump storage units which mainly support the increasing RES generation in the European areas with solar and wind generation.
267;Hansa PowerBridge II;50Hertz Transmission, Svenska Kraftnät (SvK);Possible second HVDC cable interconnector between southern Sweden (Bidding area SE4) and Germany (50Hertz). This project candidate is driven by market based target capacities found in the Common Planning Studies by Regional Group Baltic Sea.
269;Uprate the western 220kV Sevilla Ring;REE;
270;FR-ES project -Aragón-Atlantic Pyrenees;"REE;RTE";This project consist of a new HVDC interconnection between France and Spain located in the Central part of the Pyrenees between Aragón region (Spain) and Marsillón (France). Internal AC reinforcements in Spain complement the cross border section, in order to connect the new converter station to the existing network. This project was included in the 2015 and 2017 PCI list (PCI 2.27.1)
271;"""Northern Seas Offshore Grid infrastructure"" - a Long Term Conceptual Project";EirGrid, Elia System Operator, Energinet.dk, Creos Luxembourg, National Grid, RTE,TenneT TSO GmbH, SONI, Statnett, TenneT TSO B.V.;"A list of individual projects of the TYNDP projects will develop into a global scheme for Offshore Grid Infrastructure in the Northern Seas. 
The individual projects will be described one by one on individual project sheets."
276;FR-ES project -Navarra-Landes;"REE;RTE";This Project consist of a new HVDC interconnection between France and Spain in the Western part of the Pyrenees between Pamplona area  (Spain) and Cantegrit (France). The project is considered as a HVDC project of 2x1000 MW. Internal reinforcements complement the cross border section. This project was included in the 2015 and 2017 PCI list (PCI 2.27.2)
280;FR-BE III: study Lonny-Achene-Gramme;"ELIA; RTE";"The project aims at sustaining further market integration within the long-term perspective of the energy transition and subsequent need to develop interconnection capacity on the French-Belgium border whilst alleviating Lonny-Achene-Gramme as bottleneck.

The reinforcement strategy consists of maximizing the potential of the 400kV interconnector Lonny-Achene-Gramme (1 circuit) through the use of cost-efficient technologies such as PSTs and HTLS as well as the possibility to rebuild Lonny-Achene-Gramme as a 2-circuit solution. The bilateral study will determine the appropriate implementation option and phasing of this implementation (for example: first install a PST, then upgrade the line capacity), taking into account 1) the interaction between the 400kV interconnectors Avelin-Avelgem-Horta & Lonny-Achene-Gramme in optimizing interconnection capacity  2) the required time to implement the solution  3) that by 2025 Lonny-Achene-Gramme is a structural bottleneck due to the planned nuclear phase out in Belgium"
283;TuNur;TuNur Limited;"TuNur is aimed to connect to the European network a Concentrated Solar Power plant with storage to be located in Rejim Maatoug, Kebili, Tunisia, with an overall capacity exceeding 2000 MW. The connection point to the ENTSO-E network is located in Montalto di Castro, North of Rome, Italy. 
The transmission project will comprise:
+/- 500 kV DC DC overhead line in Tunisia from the power plant to the shoring point, submarine cables from the Tunisian Northern coast to Montalto di Castro, 
VSC HVDC converter stations at both terminal points, short 400 kV AC cables from the HVDC converter in Montalto to Terna 400 kV station. 
No sea electrode is forecast."
284;LEG1;GreenPower 2020;"LEG1 is a Subsea HVDC Interconnection cable project of minimum 2 000 MW allowing for an electricity exchange between Europe and the South-Eastern Mediterranean Countries. The bidirectional interconnector will link Libya (Tobruk) to Greece (Linoperamata, Crete).

LEG1 also comprises the development and operation of a solar power generation plant in Tobrouk. The pilot plant, currently sized at 150 MW, will identify the optimal technological combination to be implemented in the two (2) full-scale power generation plant, 1 000 MW each.
Both landing points have been discussed and agreed with GECOL (General Electricity Company of Libya) and ADMIE (Hellenic TSO).

LEG1 is currently being evaluated by both Hellenic and Bulgarian authorities to envisage a clustering with an existing Greece-Bulgaria interconnection project.

GreenPower2020 and ADMIE are coordinating their efforts to allow for simultaneous commissioning of LEG1 and of the HVDC Crete to Greece mainland interconnector."
285;GridLink;iCON Infrastructure LLP;"UK (KIngsnorth sub-station) - France (Warande sub-station) 1.4 GW HVDC (VSC) electricity interconnector

Connection points (substations name): Kingsnorth (UK) to Warande (France)
Type of conductor: copper/aluminium (stranded or keystone, Mass Impregnated or Cross-Linked Polyethylene)
Type of converters (VSC/LCC): Voltage Source Converter (VSC)
Nominal voltage: ±525 kV
Capacity: 1,400 MW
km to each border if the infrastructure is a tie-line: Not applicable (cable length is 160 km from sub-station to sub-station, comprising 112 km in UK territory and 48 km in French territory)
Thermal limit (Imax): 1330 A
Mvar capability range at terminals: 460 MVAr
Bus-bar to bus-bar losses profile over MW range: 2.5% (33 MW) full load; 0% (0 MW) at zero load
Expected yearly unavailability, differentiating between planned and forced outages, and the maximum single failure according to the design: 2% planned outages (98% availability); 0% forced outages; maximum single failure according to the design: 1400MW
In case of projects other than in the “under consideration” phase the list and features of the internal reinforcements required to connect the project in the transmission network based on the affected TSO analysis: None 
Main environmental impact: operational reduction of 1.6m tCO2 emissions per year from transmission of renewable and nuclear power; construction environmental effects during subsea cable installation"
286;Greenlink;Element Power;"""An interconnector link between Ireland and Wales.
Using subsea and onshore underground cables.
Connecting EirGrid and National Grid networks / systems.
Utilising high voltage direct current subsea and onshore cable. """
293;Southern Aegean Interconnector;Kykladika Meltemia SA;"The project refers to the construction of a submarine DC transmission link to connect the licensed RES plants at the South Aegean Sea to mainland Greece and the islands of Crete, Kos and the Dodecanese. The main link will be an HVDC link connecting the island of Levitha to both the metropolitan area of Athens and the island of Crete; the 400kV substation at Lavrion area will
be the connection point in the Athens area and Korakia will be the connection point in Crete (located in the north coast).
Both links will consist of two parallel cables in order to increase the reliability of each link; two converter stations are
foreseen in Levitha and relevant converter stations in Lavrion and Korakia. Illustrative routing of the links is shown in the
attached Entso-e map. The capacity of each link will be 600 to 800MW both directions using HVDC (High Voltage Direct Current) technology. VSA conversion technology in conjunction with plastic (XLPE) cables will be used.
The licensed  RES projects consist of wind and solar power plants located on 23 small uninhabited islands. The link will be
used for transmitting electricity from the RES plants mentioned above to the mainland and the island of Crete. More
specifically, the power produced in each island will be transferred to the island of Levitha where the main conversion
station will be built acting as a hub.
These connections (with the other islands) will be AC submarine cables (150 kV or 220 kV). 

The connection to Crete gives further possibilities for power transmission to Cyprus and further to Israel through the
""EuroAsia Interconnector"" (already accepted as a PCI by the E.C.). It is also possible to further extend this link to the main
islands of the Dodecanese complex (namely Kos, Leros, Kalymnos, Nisyros, Tilos) in order to allow the supply of these
islands and at the same time the supply of a  complex of other smaller islands already connected to the main ones. This is
a short link (10km to 15km long) and more likely it will be an AC one.

All the installations on  the islands (converter  stations, substations etc) will be of closed type using GIS technology.
The project increases the transfer capacity between Mainland Greece and Crete-Kos Islands and further on to Cyprus
(through EuroAsia Interconnector). The project will provide the system with 1.9 TWh/year wind energy.
o	 List of studies carried out so far for the project;
§	1. Wind measurements (completed)
§	2. Wind potential evaluation on the islands (completed)
§	3. Digital representation of each island terrain/relief  (completed)
§	4. Orthophoto/Photomapping (completed)
§	5. Topographic drawings (completed)
§	6. Road Works preliminary design (completed)
§	7. Ports preliminary design (completed)
§	8. Desktop study of the cable route between Lavrio and Levitha  (completed)
§	9. Desktop study of the cable route between Levitha and Crete (ongoing)
§	10. Single Line electrical drawings (competed) 
§	11. Preliminary layout of underground cables. (completed)
§	12. Enviromental impact assessment (completed)"
293;Southern Aegean Interconnector;Kykladika Meltemia SA;"The project refers to the construction of a submarine DC transmission link to connect the licensed RES plants at the South Aegean Sea to mainland Greece and the islands of Crete, Kos and the Dodecanese. The main link will be an HVDC link connecting the island of Levitha to both the metropolitan area of Athens and the island of Crete; the 400kV substation at Lavrion area will
be the connection point in the Athens area and Korakia will be the connection point in Crete (located in the north coast).
Both links will consist of two parallel cables in order to increase the reliability of each link; two converter stations are
foreseen in Levitha and relevant converter stations in Lavrion and Korakia. Illustrative routing of the links is shown in the
attached Entso-e map. The capacity of each link will be 600 to 800MW both directions using HVDC (High Voltage Direct Current) technology. VSA conversion technology in conjunction with plastic (XLPE) cables will be used.
The licensed  RES projects consist of wind and solar power plants located on 23 small uninhabited islands. The link will be
used for transmitting electricity from the RES plants mentioned above to the mainland and the island of Crete. More
specifically, the power produced in each island will be transferred to the island of Levitha where the main conversion
station will be built acting as a hub.
These connections (with the other islands) will be AC submarine cables (150 kV or 220 kV). 

The connection to Crete gives further possibilities for power transmission to Cyprus and further to Israel through the
""EuroAsia Interconnector"" (already accepted as a PCI by the E.C.). It is also possible to further extend this link to the main
islands of the Dodecanese complex (namely Kos, Leros, Kalymnos, Nisyros, Tilos) in order to allow the supply of these
islands and at the same time the supply of a  complex of other smaller islands already connected to the main ones. This is
a short link (10km to 15km long) and more likely it will be an AC one.

All the installations on  the islands (converter  stations, substations etc) will be of closed type using GIS technology.
The project increases the transfer capacity between Mainland Greece and Crete-Kos Islands and further on to Cyprus
(through EuroAsia Interconnector). The project will provide the system with 1.9 TWh/year wind energy.
o	 List of studies carried out so far for the project;
§	1. Wind measurements (completed)
§	2. Wind potential evaluation on the islands (completed)
§	3. Digital representation of each island terrain/relief  (completed)
§	4. Orthophoto/Photomapping (completed)
§	5. Topographic drawings (completed)
§	6. Road Works preliminary design (completed)
§	7. Ports preliminary design (completed)
§	8. Desktop study of the cable route between Lavrio and Levitha  (completed)
§	9. Desktop study of the cable route between Levitha and Crete (ongoing)
§	10. Single Line electrical drawings (competed) 
§	11. Preliminary layout of underground cables. (completed)
§	12. Enviromental impact assessment (completed)"
294;Maali;Element Power;An interconnector link between Shetland Scotland UK and Norway. Using subsea and onshore underground cables. Connecting Statnett and National Grid networks / systems. Utilising high voltage direct current subsea and onshore  cable.
297;BRABO II + III;ELIA;Realization of a new 380 kV corridor between Zandvliet and Mercator consisting of a double-circuit AC overhead line, including a new substation 380kV in Lillo.
299;SACOI3;"Terna; EDF";New HVDC line between Italy mainland, Corsica and Sardinia replacing existing link SACOI2
309;NeuConnect;Meridiam, Greenage Power, Frontier Power.;NeuConnect will be the first subsea HVDC electricity interconnector to connect the GB and German electricity markets.  It will be approximately 680km long with a capacity of 1.4GW.
312;St. Peter - Tauern (AT internal);APG;St. Peter - Tauern
313;Isar/Altheim/Ottenhofen (DE) - St.Peter (AT);"TenneT-DE; APG";New 380kV Line between TenneT-DE and APG (Isar/Altheim/Ottenhofen - St. Peter). This project reinforces the interconnection capacity between Austria and Germany. It supports the interaction of RES in Northern Europe (mainly in Germany) and in the eastern part of Austria with the pump storages in the Austrian Alps and therewith facilitates their utilisation.
316;Upgrade of 220 kV line Bericevo-Divaca to 400 kV;ELES;Upgrade of existing 220 kV OHL Bericevo-Divaca to 400 kV voltage level (approximate length 80 km).
317;Upgrade of 220 kV line Podlog-Bericevo to 400 kV;ELES;Upgrade of existing internal 220 kV OHL Podlog-Beričevo to 400 kV voltage level (approximate length 63 km).
318;Upgrade of 220 kV line Podlog-Cirkovce to 400 kV;ELES;Upgrade of existing internal 220 kV OHL Podlog-Cirkovce to 400 kV voltage level (approximate length 50km).
320;Slovenia-Hungary/Croatia interconnection;"ELES; MAVIR; HOPS";The project consists of a new 80 km double circuit AC 400 kV overhead line Cirkovce-Pince and a new 400 kV Cirkovce substation (Slovenia) by which a new connection to one circuit of the existing double circuit interconnection line between Hungary and Croatia will be established.
321;Herbertingen - Tiengen;Amprion;reinforcements of 380 kV lines between Herbertingen and Tiengen
322;Wullenstetten - Border Area (DE-AT);Amprion, VUEN;-
323;Dekani (SI) - Zaule (IT) interconnection;Adria Link Srl, E3 d.o.o., HSE d.o.o..;The Zaule (IT) - Dekani (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Zaule (IT) substation to Dekani (SI) substation, including a 110/135 kV Phase Shifter Transformer.
324;Redipuglia (IT) - Vrtojba (SI) interconnection;Adria Link Srl, E3 d.o.o., HSE d.o.o..;The Redipuglia (IT) - Vrtojba (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Redipuglia (IT) substation to Vrtojba (SI) substation, including a 110/135 kV Phase Shifter Trasformer.
325;AT, SI, IT - South-East Alps Project;"APG; TERNA; ELES";- Obersielach - Podlog (AT-SI)
;;;- Lienz - Italy (AT - IT)
;;;- Lienz - Obersielach
328;Interconnector DE-LUX;Amprion, Creos Luxembourg;The project comprises the construction of two new 380-kV-substations in Germany (Aach) and Luxemburg (Bofferdange). The new substations will be connected via a new AC-link to allow a higher cross border capacity between Germany and Luxembourg.
329;Stevin-Izegem/Avelgem (Kustlus): new corridor;ELIA;"The development of ~6 GW transport capacity through the elaboration of a new corridor in the western part of Belgium, between the Stevin axis and the Izegem/Avelgem substation. Should the corridor end in Izegem, it is to be complemented with an HTLS upgrade of the existing Izegem-Avelgem connection. Along this corridor a substation functioning as 'gateway' for the evacution of offshore potential (see for example project 120) is envisioned. This corridor is envisioned to be implemented in AC technology as per the example of the Stevin project. 

Timing, routing, scope, etc. subject to feasibility studies and subsequent spatial planning procedures."
330;4th 400kV CZ-SK interconnector;CEPS,SEPS;This new 400 kV cross-border overhead line between the substations Otrokovice (CZ) - Ladce (SK) will strenghten the transmission capacity between Slovak and Czech transmission systems, aiming to maintain secure operation of both transmission systems.
;;;
333;PST Foretaille;Swissgrid;Installation of two PSTs in Foretaille that control the flow on the Foretaille - Verbois 220 kV double line
335;North Sea Wind Power Hub;TenneT-NL, Energinet, TenneT-DE;"This project is a building block in this modular hub-and-spoke concept connecting up to 12 GW future offshore wind Projects to the systems of Denmark, the Netherlands and Germany after 2035. On the offshore hub, interconnection capacity between these countries is created by connecting the transport capacity between the hub and countries in a ""copper plate"" type installation.

TenneT Netherlands, TenneT Germany, Energinet and Gasunie joined forces to develop a large scale European electricity system for offshore wind in the North Sea. The North Sea Wind Power Hub (NSWPH) consortium partners consider the project to be an important possible alternative path of internationally coordinated roll-out towards accomplishing the green energy transition and achieving the Paris Agreement. By developing the North Sea Wind Power Hub project, the NSWPH consortium endeavours to make the energy transition both feasible and affordable.

Central to the vision is the construction of one or more hubs at a suitable location in the North Sea with interconnectors to bordering North Sea countries. The whole system may function as a hub for transport of wind energy, an interconnection hub to the connected countries, a working hub for offshore wind developers and a location for possible Power to Gas solutions. As such the NSWPH infrastructure offers benefits by optimizing integration costs of offshore wind, increasing socio-economic welfare by further integrating energy markets, supporting security of supply at wider regional level, and providing potential for innovative power-to-gas concepts to optimize system energy costs."
336;Prati (IT) – Steinach (AT);"Terna; Tinetz";"New Italy-Austria tie-line between the existing 110kV Steinach substation in Austria and 132 kV Brennero substation, including PST; and connection to 132 kV Prati di Vizze substation."
337;Conneforde-Merzen;"Amprion; TenneT-DE";The project consists of a new 380-kV overhead line between Merzen and Cloppenburg. North Germany is characterised by a high amount of RES, the feed-in exceeds the local load and therefore there is a high demand for transfer to the load centres in western and southern parts of Germany. With the further installation of additional offshore wind energy, the relevance of this projects increases.
338;Adriatic HVDC link;TERNA;new HVDC line between Villanova and Fano existing 400 kV substations
339;Italian HVDC tri-terminal link;;Italian HVDC tri-terminal link
340;Avelgem-Center: new corridor;ELIA;"The development of ~6 GW transport capacity through the elaboration of a new corridor between the Avelgem substation and the center of the Belgium (substation to be determined along the axis Bruegel-Courcelles). This corridor is envisioned to be implemented in AC technology as per the example of the Stevin project. 

Timing, routing, scope, etc. subject to feasibility studies and subsequent spatial planning procedures."
341;North CSE Corridor;EMS, Transelectrica;This project will consists of three investments. The investments of this project are SS 400/110 Belgrade West, OHL 400 kV SS Belgrade West - WPP Cibuk and doubling existing OHL 400 kV Portile de Fier (RO) - Resica (RS). All investment from this project has significance cross-border impact on border between Romania and Serbia.
342;Central Balkan Corridor;EMS, ESO;This corridor will enable transmission energy from east to west on the border between Bulgaria and Serbia. It consists of several investments from SS Sofia West on the east to SS Bajina Basta. On that way this corridor will be directly connected with project Transbalkan corridor.
343;CSE1 New;HOPS, NOS BIH;The project will contribute in strengthen Croatian transmission grid along its main north-south axis (in parallel with eastern Adriatic coast) allowing for additional long-distance power transfers (including cross border) from existing and new planned power plants (RES/wind/ and conventional/hydro and thermal/) in Croatia (coastal parts) and BiH to major consumption areas in Italy (through Slovenia) and north Croatia. The increased transfer capacity will support market integration (particularly between Croatia and Bosnia-Herzegovina) by improving security of supply (also for emergency situations), achieving higher diversity of supply&generation sources and routes, increasing resilience and flexibility of the transmission network
344;Reinforcements Ring NL phase II;TENNET-NL;Upgrade of existing 380kV circuits from 2,5 kA to 4 kA
345;Northern East-West connection NL;TENNET-NL;New double circuit 380 kV connection between the North East and Western part of the Netherlands.
346;ZuidWest380 NL;TENNET-NL;New 380 kV connection between Borssele and Tilburg, including new 380 kV substations Rilland and Tilburg.
347;Maasvlakte – Noord Brabant connection NL;TENNET-NL;New double circuit 380 kV connection between the Maasvlakte and Noord-Brabant area within the Netherlands
348;NoordWest380 NL;TENNET-NL;Upgrade of existing 220kV circuits between Eemshaven and Vierverlaten to 2* 380kV – 2645MVA circuits
350;South Balkan Corridor;MEPSO;"Тhis project consists of three investments: one 400 kV OHL Bitola(MK)- Elbasan(AL), and two 400 kV SS Ohrid and Kumanovo, in Macedonia. 
The interconnection contributes to increasing the transmission capacity in the East-West direction.
Мentioned two SS-s  will increase the security of supply in the SouthWest part of the FYR of Macedonia.
Construction of 400 kV OHTL interconnection from SS Bitola 2 to Macedonian/Albanian border and SS 400/110 kV Ohrid
400 kV interconnection transmission line Bitola (Macedonia) - Elbasan (Albania) is the last part of the implementation of the Corridor 8 in the context of creating a corridor East-West power transmission corridor between Bulgaria, Macedonia, Albania and Italy."
351;Eastern HVDC Link;"NGET; SHETL";A new ~2GW submarine HVDC cable route from Peterhead to Hawthorn Pit with associated AC network reinforcement works at both ends
375;Lienz (AT) - Veneto region (IT) 220 kV;"TERNA; APG";Reconstruction of the existing 220kV-interconnection line between Lienz and Veneto Region (IT)
376;Refurbishment of the 400kV Meliti(GR)-Bitola(MK) interconnector;MEPSO(MK), IPTO(GR);The project aims at the reconductoring of the already existing 400kV interconnector between Meliti(GR) and Bitola(MK), in order to increase transfer capacity of the interconnector.
377;Upgrade BE-NL interconnector VanEyck-Maasbracht;Elia, TENNET-NL;"This study envisions an upgrade of the existing interconnector VanEyck-Maasbracht between Belgium and the Netherlands making use of PSTs and/or HTLS technology.

The study will determine the appropriate implementation option and timing, taking into account
- The already planned upgrade of  the Zandvliet-Rilland interconnector on the BE-NL border (see project 262)
- The synchronisation with project study to upgrade interconnection DE-NL, also currently under consideration (see project 256)"
378;Transformer Gatica;REE;New tranformer 400/220 kV in existing Gatica subestation, with potential impact in cross border values
379;Uprate Gatica lines;REE;Uprate of the following 400kV lines that reach Gatica subestation : Gatica-Gueñes, Gatica-Amorebieta-Ichaso and Gatica-Azpeitia, with potential impact in cross border values